operation_id,client_id,operation_type,asset_class,requested_amount,currency,request_date,settlement_date,current_status,current_stage,priority,responsible_team,last_update,completion_date,exception_flag,exception_type,severity,source_system,processing_time_hours,settlement_lead_time_days,sla_status,operational_risk,operation_category,expected_amount,processed_amount,expected_status,external_status,difference_amount,reconciliation_status
WM00419,CLIENT0011,Fund Redemption,Cash,613330.41,USD,2026-08-30 08:48:09.042550,2026-08-31,Pending Approval,Approval,Medium,Middle Office,2026-08-31 05:48:09.042550,,False,,,Core Banking,21.0,0.63,Within SLA,High,In Progress,613330.41,613330.41,Pending Approval,Pending Approval,0.0,Matched
WM00420,CLIENT0061,Cash Transfer,Equity,1624726.26,USD,2026-08-25 06:53:09.042550,2026-08-28,Processing,Processing,Normal,Middle Office,2026-08-25 10:53:09.042550,,False,,,Custody System,4.0,2.71,Within SLA,Low,In Progress,1624726.26,1624726.26,Processing,Processing,0.0,Matched
WM00421,CLIENT0098,Cash Transfer,Cash,1746039.43,BRL,2026-08-21 03:34:09.042550,2026-08-25,Exception,Processing,Critical,Settlement,2026-08-21 23:34:09.042550,,True,Asset Position Divergence,Low,Trading Platform,20.0,3.85,Within SLA,Critical,Exception,1746039.43,1746039.43,Exception,Exception,0.0,Matched
WM00422,CLIENT0053,Portfolio Rebalancing,Fixed Income,1164156.25,BRL,2026-09-12 10:34:09.042550,2026-09-16,Exception,Processing,High,Client Operations,2026-09-15 06:34:09.042550,,True,System Processing Error,Medium,Core Banking,68.0,3.56,Outside SLA,Critical,Exception,1164156.25,1164156.25,Exception,Exception,0.0,Matched
WM00423,CLIENT0018,Cash Transfer,Cash,1897460.12,BRL,2026-09-12 03:54:09.042550,2026-09-17,Settled,Settlement,Normal,Settlement,2026-09-13 20:54:09.042550,2026-09-14 09:54:09.042550,False,,,Core Banking,41.0,4.84,Outside SLA,High,Completed,1897460.12,1897460.12,Settled,Settled,0.0,Matched
WM00424,CLIENT0114,Portfolio Rebalancing,Equity,308154.33,BRL,2026-09-07 07:09:09.042550,2026-09-11,Completed,Closure,Normal,Operations,2026-09-08 00:09:09.042550,2026-09-11 12:09:09.042550,False,,,Core Banking,17.0,3.7,Within SLA,Low,Completed,308154.33,308154.33,Completed,Exception,0.0,Status Difference
WM00425,CLIENT0146,Cash Transfer,Fixed Income,1194739.58,BRL,2026-09-02 10:30:09.042550,2026-09-07,Received,Request Received,Normal,Operations,2026-09-04 08:30:09.042550,,False,,,Core Banking,46.0,4.56,Outside SLA,High,In Progress,1194739.58,1194739.58,Received,Pending Settlement,0.0,Status Difference
WM00426,CLIENT0048,Asset Transfer - External,ETF,950324.61,BRL,2026-08-29 03:45:09.042550,2026-09-03,Completed,Closure,Normal,Settlement,2026-08-30 08:45:09.042550,2026-09-02 09:45:09.042550,False,,,Core Banking,29.0,4.84,Outside SLA,High,Completed,950324.61,911718.83,Completed,Completed,38605.78,Amount Difference
WM00427,CLIENT0052,Fund Redemption,Mutual Fund,358271.01,USD,2026-08-14 05:39:09.042550,2026-08-16,Pending Settlement,Settlement,Medium,Reconciliation,2026-08-16 20:39:09.042550,,False,,,Custody System,63.0,1.76,Outside SLA,High,In Progress,358271.01,358271.01,Pending Settlement,Pending Settlement,0.0,Matched
WM00428,CLIENT0011,Cash Transfer,ETF,1441800.82,USD,2026-08-28 04:40:09.042550,2026-09-01,Processing,Processing,Normal,Reconciliation,2026-08-31 01:40:09.042550,,False,,,Custody System,69.0,3.81,Outside SLA,High,In Progress,1441800.82,1441800.82,Processing,Processing,0.0,Matched
WM00429,CLIENT0011,Fund Redemption,Cash,1078048.94,BRL,2026-09-05 01:46:09.042550,2026-09-06,Completed,Closure,Normal,Reconciliation,2026-09-07 03:46:09.042550,2026-09-09 09:46:09.042550,False,,,Custody System,50.0,0.93,Outside SLA,High,Completed,1078048.94,1078048.94,Completed,Completed,0.0,Matched
WM00430,CLIENT0078,Asset Transfer - Internal,ETF,337140.77,USD,2026-09-13 01:25:09.042550,2026-09-16,Completed,Closure,Normal,Reconciliation,2026-09-13 08:25:09.042550,2026-09-17 08:25:09.042550,False,,,Custody System,7.0,2.94,Within SLA,Low,Completed,337140.77,337140.77,Completed,Completed,0.0,Matched
WM00431,CLIENT0047,Cash Transfer,Cash,274936.82,USD,2026-08-18 09:06:09.042550,2026-08-22,Settled,Settlement,Normal,Client Operations,2026-08-20 19:06:09.042550,2026-08-19 11:06:09.042550,False,,,Core Banking,58.0,3.62,Outside SLA,High,Completed,274936.82,261702.13,Settled,Settled,13234.69,Amount Difference
WM00432,CLIENT0024,Asset Transfer - Internal,Equity,1384976.27,BRL,2026-09-01 05:09:09.042550,2026-09-05,Validation,Data Validation,Normal,Operations,2026-09-01 17:09:09.042550,,False,,,Core Banking,12.0,3.79,Within SLA,Low,In Progress,1384976.27,1384976.27,Validation,Validation,0.0,Matched
WM00433,CLIENT0097,Cash Transfer,ETF,92592.64,BRL,2026-09-03 06:18:09.042550,2026-09-08,Completed,Closure,Normal,Client Operations,2026-09-04 02:18:09.042550,2026-09-07 09:18:09.042550,False,,,Core Banking,20.0,4.74,Within SLA,Low,Completed,92592.64,92592.64,Completed,Completed,0.0,Matched
WM00434,CLIENT0074,Portfolio Rebalancing,Fixed Income,239520.19,BRL,2026-08-19 01:39:09.042550,2026-08-22,Completed,Closure,Normal,Settlement,2026-08-19 02:39:09.042550,2026-08-22 09:39:09.042550,False,,,Custody System,1.0,2.93,Within SLA,Low,Completed,239520.19,239520.19,Completed,Completed,0.0,Matched
WM00435,CLIENT0127,Fund Redemption,Fixed Income,1179780.34,USD,2026-08-14 08:44:09.042550,2026-08-18,Completed,Closure,Normal,Middle Office,2026-08-16 13:44:09.042550,2026-08-19 09:44:09.042550,False,,,Trading Platform,53.0,3.64,Outside SLA,High,Completed,1179780.34,1179780.34,Completed,Completed,0.0,Matched
WM00436,CLIENT0072,Cash Transfer,Cash,1641142.18,BRL,2026-09-02 01:28:09.042550,2026-09-07,Received,Request Received,Normal,Operations,2026-09-03 01:28:09.042550,,False,,,Core Banking,24.0,4.94,Within SLA,Low,In Progress,1641142.18,1641142.18,Received,Received,0.0,Matched
WM00437,CLIENT0148,Cash Transfer,Equity,665566.62,BRL,2026-08-25 01:22:09.042550,2026-08-26,Received,Request Received,Normal,Operations,2026-08-25 15:22:09.042550,,False,,,Trading Platform,14.0,0.94,Within SLA,Low,In Progress,665566.62,665566.62,Received,Received,0.0,Matched
WM00438,CLIENT0147,Cash Transfer,Fixed Income,1932755.06,USD,2026-08-19 11:31:09.042550,2026-08-24,Cancelled,Closure,Normal,Operations,2026-08-19 23:31:09.042550,,False,,,Trading Platform,12.0,4.52,Within SLA,Low,Cancelled,1932755.06,1932755.06,Cancelled,Cancelled,0.0,Matched
WM00439,CLIENT0110,Cash Transfer,Mutual Fund,589201.26,BRL,2026-09-11 08:05:09.042550,2026-09-12,Processing,Processing,Normal,Operations,2026-09-12 20:05:09.042550,,False,,,Trading Platform,36.0,0.66,Outside SLA,High,In Progress,589201.26,589201.26,Processing,Processing,0.0,Matched
WM00440,CLIENT0028,Cash Transfer,Cash,1974442.58,USD,2026-08-30 04:57:09.042550,2026-09-01,Settled,Settlement,Normal,Reconciliation,2026-08-31 17:57:09.042550,2026-09-04 05:57:09.042550,False,,,Trading Platform,37.0,1.79,Outside SLA,High,Completed,1974442.58,1974442.58,Settled,Settled,0.0,Matched
WM00441,CLIENT0034,Cash Transfer,Cash,995311.87,USD,2026-08-24 05:46:09.042550,2026-08-29,Reconciled,Reconciliation,Normal,Middle Office,2026-08-25 05:46:09.042550,2026-08-29 11:46:09.042550,False,,,Custody System,24.0,4.76,Within SLA,Low,Completed,995311.87,995311.87,Reconciled,Reconciled,0.0,Matched
WM00442,CLIENT0007,Asset Transfer - External,Mutual Fund,1476249.41,BRL,2026-08-23 04:13:09.042550,2026-08-24,Pending Approval,Approval,Medium,Reconciliation,2026-08-25 10:13:09.042550,,False,,,Trading Platform,54.0,0.82,Outside SLA,High,In Progress,1476249.41,1476249.41,Pending Approval,Pending Approval,0.0,Matched
WM00443,CLIENT0003,Portfolio Rebalancing,Fixed Income,1381584.04,USD,2026-08-25 10:04:09.042550,2026-08-27,Received,Request Received,Normal,Operations,2026-08-27 02:04:09.042550,,False,,,Trading Platform,40.0,1.58,Outside SLA,High,In Progress,1381584.04,1381584.04,Received,Received,0.0,Matched
WM00444,CLIENT0146,Cash Transfer,Mutual Fund,1664925.33,BRL,2026-08-24 01:20:09.042550,2026-08-27,Settled,Settlement,Normal,Client Operations,2026-08-25 21:20:09.042550,2026-08-27 08:20:09.042550,False,,,Custody System,44.0,2.94,Outside SLA,High,Completed,1664925.33,1664925.33,Settled,Settled,0.0,Matched
WM00445,CLIENT0118,Cash Transfer,Equity,927627.8,USD,2026-08-29 01:54:09.042550,2026-08-31,Settled,Settlement,Normal,Operations,2026-08-31 20:54:09.042550,2026-09-02 04:54:09.042550,False,,,Trading Platform,67.0,1.92,Outside SLA,High,Completed,927627.8,927627.8,Settled,Settled,0.0,Matched
WM00446,CLIENT0148,Portfolio Rebalancing,Equity,1600072.99,USD,2026-09-04 06:48:09.042550,2026-09-09,Reconciled,Reconciliation,Normal,Operations,2026-09-05 02:48:09.042550,2026-09-05 10:48:09.042550,False,,,Trading Platform,20.0,4.72,Within SLA,Low,Completed,1600072.99,1600072.99,Reconciled,Reconciled,0.0,Matched
WM00447,CLIENT0048,Cash Transfer,Mutual Fund,1729864.41,USD,2026-08-24 07:53:09.042550,2026-08-29,Completed,Closure,Normal,Client Operations,2026-08-24 12:53:09.042550,2026-08-26 14:53:09.042550,False,,,Trading Platform,5.0,4.67,Within SLA,Low,Completed,1729864.41,1729864.41,Completed,Completed,0.0,Matched
WM00448,CLIENT0135,Asset Transfer - Internal,Fixed Income,228901.39,BRL,2026-08-29 04:36:09.042550,2026-09-02,Settled,Settlement,Normal,Settlement,2026-08-29 16:36:09.042550,2026-09-01 08:36:09.042550,False,,,Trading Platform,12.0,3.81,Within SLA,Low,Completed,228901.39,228901.39,Settled,Settled,0.0,Matched
WM00449,CLIENT0088,Asset Transfer - External,Cash,624165.62,USD,2026-09-08 09:10:09.042550,2026-09-13,Settled,Settlement,Normal,Settlement,2026-09-08 22:10:09.042550,2026-09-10 13:10:09.042550,False,,,Custody System,13.0,4.62,Within SLA,Low,Completed,624165.62,624165.62,Settled,Settled,0.0,Matched
WM00450,CLIENT0134,Fund Purchase,Mutual Fund,625407.73,BRL,2026-08-18 04:59:09.042550,2026-08-19,Completed,Closure,Normal,Reconciliation,2026-08-18 16:59:09.042550,2026-08-22 11:59:09.042550,False,,,Trading Platform,12.0,0.79,Within SLA,Low,Completed,625407.73,625407.73,Completed,Completed,0.0,Matched
WM00451,CLIENT0054,Asset Transfer - Internal,Fixed Income,389128.55,USD,2026-08-15 02:46:09.042550,2026-08-18,Settled,Settlement,Normal,Reconciliation,2026-08-16 19:46:09.042550,2026-08-16 07:46:09.042550,False,,,Trading Platform,41.0,2.88,Outside SLA,High,Completed,389128.55,389128.55,Settled,Settled,0.0,Matched
WM00452,CLIENT0144,Cash Transfer,Mutual Fund,417121.87,USD,2026-08-22 03:23:09.042550,2026-08-25,Completed,Closure,Normal,Reconciliation,2026-08-23 20:23:09.042550,2026-08-23 04:23:09.042550,False,,,Trading Platform,41.0,2.86,Outside SLA,High,Completed,417121.87,417121.87,Completed,Completed,0.0,Matched
WM00453,CLIENT0044,Fund Purchase,Equity,1228459.45,USD,2026-09-05 05:49:09.042550,2026-09-07,Validation,Data Validation,Normal,Reconciliation,2026-09-07 14:49:09.042550,,False,,,Core Banking,57.0,1.76,Outside SLA,High,In Progress,1228459.45,1228459.45,Validation,Validation,0.0,Matched
WM00454,CLIENT0099,Fund Purchase,Mutual Fund,855799.16,BRL,2026-08-29 11:16:09.042550,2026-08-30,Validation,Data Validation,Normal,Reconciliation,2026-08-31 21:16:09.042550,,False,,,Custody System,58.0,0.53,Outside SLA,High,In Progress,855799.16,855799.16,Validation,Validation,0.0,Matched
WM00455,CLIENT0021,Asset Transfer - External,Cash,267931.58,USD,2026-08-24 04:58:09.042550,2026-08-29,Processing,Processing,Normal,Operations,2026-08-26 15:58:09.042550,,False,,,Trading Platform,59.0,4.79,Outside SLA,High,In Progress,267931.58,267931.58,Processing,Processing,0.0,Matched
WM00456,CLIENT0067,Asset Transfer - Internal,ETF,370789.38,USD,2026-09-05 08:43:09.042550,2026-09-07,Completed,Closure,Normal,Client Operations,2026-09-07 19:43:09.042550,2026-09-07 11:43:09.042550,False,,,Trading Platform,59.0,1.64,Outside SLA,High,Completed,370789.38,370789.38,Completed,Completed,0.0,Matched
WM00457,CLIENT0119,Fund Redemption,Equity,1537043.32,BRL,2026-08-29 02:35:09.042550,2026-09-02,Received,Request Received,Normal,Reconciliation,2026-08-29 16:35:09.042550,,False,,,Trading Platform,14.0,3.89,Within SLA,Low,In Progress,1537043.32,1537043.32,Received,Received,0.0,Matched
WM00458,CLIENT0137,Asset Transfer - External,ETF,1183119.23,BRL,2026-09-08 02:33:09.042550,2026-09-13,Completed,Closure,Normal,Reconciliation,2026-09-09 10:33:09.042550,2026-09-09 07:33:09.042550,False,,,Custody System,32.0,4.89,Outside SLA,High,Completed,1183119.23,1183119.23,Completed,Completed,0.0,Matched
WM00459,CLIENT0054,Portfolio Rebalancing,Cash,865141.25,USD,2026-08-29 07:17:09.042550,2026-09-01,Validation,Data Validation,Normal,Reconciliation,2026-08-31 03:17:09.042550,,False,,,Custody System,44.0,2.7,Outside SLA,High,In Progress,865141.25,865141.25,Validation,Validation,0.0,Matched
WM00460,CLIENT0030,Cash Transfer,Cash,928502.33,BRL,2026-08-19 11:55:09.042550,2026-08-20,Completed,Closure,Normal,Middle Office,2026-08-20 10:55:09.042550,2026-08-24 19:55:09.042550,False,,,Trading Platform,23.0,0.5,Within SLA,Low,Completed,928502.33,928502.33,Completed,Completed,0.0,Matched
WM00461,CLIENT0127,Portfolio Rebalancing,Mutual Fund,185613.34,BRL,2026-08-16 10:19:09.042550,2026-08-21,Exception,Processing,High,Settlement,2026-08-17 06:19:09.042550,,True,Insufficient Position,High,Trading Platform,20.0,4.57,Within SLA,Critical,Exception,185613.34,181884.21,Exception,Exception,3729.13,Amount Difference
WM00462,CLIENT0082,Asset Transfer - Internal,Cash,1589721.59,USD,2026-08-26 10:49:09.042550,2026-08-30,Reconciled,Reconciliation,Normal,Middle Office,2026-08-28 07:49:09.042550,2026-08-28 14:49:09.042550,False,,,Core Banking,45.0,3.55,Outside SLA,High,Completed,1589721.59,1589721.59,Reconciled,Reconciled,0.0,Matched
WM00463,CLIENT0095,Cash Transfer,Mutual Fund,6682.41,USD,2026-09-02 09:38:09.042550,2026-09-04,Reconciled,Reconciliation,Normal,Operations,2026-09-03 22:38:09.042550,2026-09-05 10:38:09.042550,False,,,Core Banking,37.0,1.6,Outside SLA,High,Completed,6682.41,6682.41,Reconciled,Reconciled,0.0,Matched
WM00464,CLIENT0098,Asset Transfer - External,ETF,873204.15,BRL,2026-09-05 10:38:09.042550,2026-09-08,Pending Approval,Approval,Medium,Settlement,2026-09-07 23:38:09.042550,,False,,,Core Banking,61.0,2.56,Outside SLA,High,In Progress,873204.15,873204.15,Pending Approval,Pending Approval,0.0,Matched
WM00465,CLIENT0040,Asset Transfer - Internal,Fixed Income,272883.51,BRL,2026-08-26 07:06:09.042550,2026-08-30,Pending Approval,Approval,Medium,Operations,2026-08-27 02:06:09.042550,,False,,,Custody System,19.0,3.7,Within SLA,High,In Progress,,,,,0.0,Missing in External System
WM00466,CLIENT0117,Portfolio Rebalancing,Cash,1860970.47,BRL,2026-09-04 07:21:09.042550,2026-09-05,Completed,Closure,Normal,Middle Office,2026-09-07 01:21:09.042550,2026-09-06 14:21:09.042550,False,,,Trading Platform,66.0,0.69,Outside SLA,High,Completed,1860970.47,1860970.47,Completed,Completed,0.0,Matched
WM00467,CLIENT0002,Cash Transfer,ETF,1694373.75,BRL,2026-08-28 07:35:09.042550,2026-08-30,Reconciled,Reconciliation,Normal,Reconciliation,2026-08-29 18:35:09.042550,2026-08-30 14:35:09.042550,False,,,Trading Platform,35.0,1.68,Outside SLA,High,Completed,1694373.75,1694373.75,Reconciled,Reconciled,0.0,Matched
WM00468,CLIENT0095,Fund Purchase,Cash,965658.15,BRL,2026-09-01 06:15:09.042550,2026-09-02,Completed,Closure,Normal,Settlement,2026-09-04 02:15:09.042550,2026-09-06 14:15:09.042550,False,,,Trading Platform,68.0,0.74,Outside SLA,High,Completed,965658.15,965658.15,Completed,Completed,0.0,Matched
WM00469,CLIENT0121,Portfolio Rebalancing,Mutual Fund,1369727.67,USD,2026-08-16 10:09:09.042550,2026-08-21,Settled,Settlement,Normal,Reconciliation,2026-08-16 17:09:09.042550,2026-08-17 14:09:09.042550,False,,,Trading Platform,7.0,4.58,Within SLA,Low,Completed,1369727.67,1369727.67,Settled,Settled,0.0,Matched
WM00470,CLIENT0108,Asset Transfer - Internal,Equity,581970.84,BRL,2026-08-14 08:42:09.042550,2026-08-19,Reconciled,Reconciliation,Normal,Reconciliation,2026-08-15 23:42:09.042550,2026-08-18 14:42:09.042550,False,,,Custody System,39.0,4.64,Outside SLA,High,Completed,581970.84,581970.84,Reconciled,Reconciled,0.0,Matched
WM00471,CLIENT0147,Fund Purchase,Equity,1618747.08,BRL,2026-08-22 01:53:09.042550,2026-08-26,Completed,Closure,Normal,Client Operations,2026-08-24 16:53:09.042550,2026-08-27 04:53:09.042550,False,,,Core Banking,63.0,3.92,Outside SLA,High,Completed,1618747.08,1618747.08,Completed,Pending Settlement,0.0,Status Difference
WM00472,CLIENT0072,Asset Transfer - Internal,Equity,33335.01,BRL,2026-08-16 05:29:09.042550,2026-08-18,Validation,Data Validation,Normal,Reconciliation,2026-08-17 04:29:09.042550,,False,,,Custody System,23.0,1.77,Within SLA,Low,In Progress,33335.01,32173.17,Validation,Validation,1161.84,Amount Difference
WM00473,CLIENT0125,Fund Redemption,Cash,1724718.78,USD,2026-09-04 08:36:09.042550,2026-09-06,Completed,Closure,Normal,Operations,2026-09-05 03:36:09.042550,2026-09-07 12:36:09.042550,False,,,Custody System,19.0,1.64,Within SLA,Low,Completed,1724718.78,1724718.78,Completed,Completed,0.0,Matched
WM00474,CLIENT0113,Portfolio Rebalancing,Fixed Income,425659.21,USD,2026-08-18 09:01:09.042550,2026-08-22,Exception,Processing,High,Client Operations,2026-08-19 00:01:09.042550,,True,Insufficient Position,Medium,Core Banking,15.0,3.62,Within SLA,Critical,Exception,425659.21,425659.21,Exception,Exception,0.0,Matched
WM00475,CLIENT0137,Fund Redemption,ETF,1368602.37,USD,2026-08-26 08:32:09.042550,2026-08-30,Validation,Data Validation,Normal,Middle Office,2026-08-27 18:32:09.042550,,False,,,Core Banking,34.0,3.64,Outside SLA,High,In Progress,1368602.37,1368602.37,Validation,Validation,0.0,Matched
WM00476,CLIENT0136,Portfolio Rebalancing,Mutual Fund,199241.82,USD,2026-08-27 01:31:09.042550,2026-08-31,Reconciled,Reconciliation,Normal,Middle Office,2026-08-28 12:31:09.042550,2026-08-31 07:31:09.042550,False,,,Trading Platform,35.0,3.94,Outside SLA,High,Completed,199241.82,199241.82,Reconciled,Processing,0.0,Status Difference
WM00477,CLIENT0101,Asset Transfer - External,Fixed Income,1469955.34,BRL,2026-09-08 02:29:09.042550,2026-09-13,Processing,Processing,Normal,Reconciliation,2026-09-09 22:29:09.042550,,False,,,Custody System,44.0,4.9,Outside SLA,High,In Progress,1469955.34,1469955.34,Processing,Processing,0.0,Matched
WM00478,CLIENT0004,Asset Transfer - External,Mutual Fund,1052902.21,USD,2026-08-19 06:48:09.042550,2026-08-20,Completed,Closure,Normal,Client Operations,2026-08-20 11:48:09.042550,2026-08-20 08:48:09.042550,False,,,Custody System,29.0,0.72,Outside SLA,High,Completed,1052902.21,1052902.21,Completed,Completed,0.0,Matched
WM00479,CLIENT0024,Fund Purchase,Cash,1314928.01,BRL,2026-08-20 01:14:09.042550,2026-08-25,Processing,Processing,Normal,Reconciliation,2026-08-20 17:14:09.042550,,False,,,Custody System,16.0,4.95,Within SLA,Low,In Progress,1314928.01,1314928.01,Processing,Processing,0.0,Matched
WM00480,CLIENT0048,Asset Transfer - Internal,Equity,936576.38,BRL,2026-08-16 10:21:09.042550,2026-08-20,Exception,Processing,Critical,Client Operations,2026-08-18 17:21:09.042550,,True,Asset Position Divergence,Low,Custody System,55.0,3.57,Outside SLA,Critical,Exception,936576.38,936576.38,Exception,Exception,0.0,Matched
WM00481,CLIENT0016,Asset Transfer - External,ETF,668646.2,BRL,2026-09-07 06:29:09.042550,2026-09-09,Completed,Closure,Normal,Client Operations,2026-09-08 16:29:09.042550,2026-09-08 11:29:09.042550,False,,,Core Banking,34.0,1.73,Outside SLA,High,Completed,668646.2,668646.2,Completed,Completed,0.0,Matched
WM00482,CLIENT0028,Fund Redemption,Cash,1538571.11,BRL,2026-08-29 04:52:09.042550,2026-09-02,Settled,Settlement,Normal,Reconciliation,2026-08-29 18:52:09.042550,2026-08-31 12:52:09.042550,False,,,Trading Platform,14.0,3.8,Within SLA,Low,Completed,1538571.11,1538571.11,Settled,Settled,0.0,Matched
WM00483,CLIENT0115,Fund Purchase,ETF,301964.28,BRL,2026-08-17 01:17:09.042550,2026-08-18,Completed,Closure,Normal,Operations,2026-08-19 03:17:09.042550,2026-08-22 06:17:09.042550,False,,,Trading Platform,50.0,0.95,Outside SLA,High,Completed,301964.28,301964.28,Completed,Completed,0.0,Matched
WM00484,CLIENT0132,Portfolio Rebalancing,ETF,958888.16,USD,2026-08-24 07:49:09.042550,2026-08-25,Validation,Data Validation,Normal,Operations,2026-08-27 05:49:09.042550,,False,,,Core Banking,70.0,0.67,Outside SLA,High,In Progress,958888.16,958888.16,Validation,Pending Settlement,0.0,Status Difference
WM00485,CLIENT0138,Asset Transfer - Internal,Equity,1365262.29,USD,2026-09-13 08:20:09.042550,2026-09-18,Received,Request Received,Normal,Operations,2026-09-13 20:20:09.042550,,False,,,Trading Platform,12.0,4.65,Within SLA,Low,In Progress,1365262.29,1365262.29,Received,Received,0.0,Matched
WM00486,CLIENT0046,Cash Transfer,Mutual Fund,1935188.36,BRL,2026-09-13 06:18:09.042550,2026-09-17,Reconciled,Reconciliation,Normal,Client Operations,2026-09-15 08:18:09.042550,2026-09-16 10:18:09.042550,False,,,Core Banking,50.0,3.74,Outside SLA,High,Completed,1935188.36,1935188.36,Reconciled,Exception,0.0,Status Difference
WM00487,CLIENT0010,Fund Redemption,Mutual Fund,1440879.37,BRL,2026-08-25 08:18:09.042550,2026-08-29,Completed,Closure,Normal,Middle Office,2026-08-27 10:18:09.042550,2026-08-27 11:18:09.042550,False,,,Core Banking,50.0,3.65,Outside SLA,High,Completed,1440879.37,1440879.37,Completed,Completed,0.0,Matched
WM00488,CLIENT0010,Asset Transfer - Internal,Mutual Fund,678748.62,BRL,2026-09-03 05:44:09.042550,2026-09-08,Completed,Closure,Normal,Middle Office,2026-09-03 21:44:09.042550,2026-09-07 06:44:09.042550,False,,,Core Banking,16.0,4.76,Within SLA,Low,Completed,678748.62,678748.62,Completed,Processing,0.0,Status Difference
WM00489,CLIENT0019,Fund Purchase,Fixed Income,980344.95,BRL,2026-09-04 09:42:09.042550,2026-09-09,Completed,Closure,Normal,Middle Office,2026-09-04 15:42:09.042550,2026-09-06 13:42:09.042550,False,,,Core Banking,6.0,4.6,Within SLA,Low,Completed,980344.95,980344.95,Completed,Pending Settlement,0.0,Status Difference
WM00490,CLIENT0117,Cash Transfer,Fixed Income,1671527.55,BRL,2026-08-18 01:24:09.042550,2026-08-19,Completed,Closure,Normal,Operations,2026-08-18 16:24:09.042550,2026-08-21 03:24:09.042550,False,,,Trading Platform,15.0,0.94,Within SLA,Low,Completed,1671527.55,1671527.55,Completed,Completed,0.0,Matched
WM00491,CLIENT0103,Asset Transfer - Internal,Mutual Fund,1951827.27,BRL,2026-09-02 04:17:09.042550,2026-09-04,Reconciled,Reconciliation,Normal,Client Operations,2026-09-03 08:17:09.042550,2026-09-06 10:17:09.042550,False,,,Core Banking,28.0,1.82,Outside SLA,High,Completed,1951827.27,1951827.27,Reconciled,Reconciled,0.0,Matched
WM00492,CLIENT0044,Portfolio Rebalancing,Equity,1109048.42,USD,2026-08-24 02:20:09.042550,2026-08-27,Reconciled,Reconciliation,Normal,Settlement,2026-08-24 08:20:09.042550,2026-08-26 09:20:09.042550,False,,,Core Banking,6.0,2.9,Within SLA,Low,Completed,1109048.42,1109048.42,Reconciled,Reconciled,0.0,Matched
WM00493,CLIENT0041,Fund Purchase,ETF,166041.6,BRL,2026-09-10 11:52:09.042550,2026-09-14,Validation,Data Validation,Normal,Settlement,2026-09-10 23:52:09.042550,,False,,,Custody System,12.0,3.51,Within SLA,Low,In Progress,166041.6,166041.6,Validation,Validation,0.0,Matched
WM00494,CLIENT0037,Portfolio Rebalancing,Equity,1048558.29,USD,2026-09-11 05:39:09.042550,2026-09-15,Completed,Closure,Normal,Settlement,2026-09-12 04:39:09.042550,2026-09-13 09:39:09.042550,False,,,Custody System,23.0,3.76,Within SLA,Low,Completed,1048558.29,1048558.29,Completed,Completed,0.0,Matched
WM00495,CLIENT0078,Asset Transfer - Internal,ETF,14117.23,BRL,2026-09-02 03:58:09.042550,2026-09-06,Completed,Closure,Normal,Settlement,2026-09-02 19:58:09.042550,2026-09-07 05:58:09.042550,False,,,Custody System,16.0,3.83,Within SLA,Low,Completed,14117.23,13637.01,Completed,Completed,480.22,Amount Difference
WM00496,CLIENT0119,Portfolio Rebalancing,Fixed Income,556471.03,BRL,2026-09-02 07:08:09.042550,2026-09-07,Exception,Processing,High,Settlement,2026-09-04 20:08:09.042550,,True,System Processing Error,Medium,Trading Platform,61.0,4.7,Outside SLA,Critical,Exception,556471.03,556471.03,Exception,Exception,0.0,Matched
WM00497,CLIENT0073,Fund Redemption,ETF,506506.65,USD,2026-09-04 01:16:09.042550,2026-09-07,Validation,Data Validation,Normal,Operations,2026-09-04 15:16:09.042550,,False,,,Custody System,14.0,2.95,Within SLA,Low,In Progress,,,,,0.0,Missing in External System
WM00498,CLIENT0125,Cash Transfer,Mutual Fund,146364.7,BRL,2026-08-31 03:23:09.042550,2026-09-01,Received,Request Received,Normal,Middle Office,2026-09-01 21:23:09.042550,,False,,,Trading Platform,42.0,0.86,Outside SLA,High,In Progress,146364.7,146364.7,Received,Received,0.0,Matched
WM00499,CLIENT0084,Fund Redemption,Mutual Fund,478051.13,USD,2026-09-04 06:27:09.042550,2026-09-05,Pending Approval,Approval,Medium,Settlement,2026-09-06 07:27:09.042550,,False,,,Core Banking,49.0,0.73,Outside SLA,High,In Progress,478051.13,478051.13,Pending Approval,Pending Approval,0.0,Matched
WM00500,CLIENT0038,Fund Redemption,Cash,912706.79,USD,2026-09-01 08:16:09.042550,2026-09-05,Received,Request Received,Normal,Client Operations,2026-09-02 02:16:09.042550,,False,,,Trading Platform,18.0,3.66,Within SLA,Low,In Progress,912706.79,912706.79,Received,Received,0.0,Matched
